chapter_name,link,qns,ans
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-2-counting-objects-skip-count-if-you-can-2219,Count the number of high-heel shoes shown here.,7
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-2-counting-objects-skip-count-if-you-can-2222,Which image below shows 6 dots?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-2-counting-objects-skip-count-if-you-can-2225,Which image shows 8 pineapples?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-2-counting-objects-skip-count-if-you-can-2226,Which image shows 8 stars?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-2-counting-objects-skip-count-if-you-can-2238,Which image shows 3 hats?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-2-counting-objects-skip-count-if-you-can-2239,Which image shows 4 oranges?,C
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2248,"Refer to the image shown below. Fill in the missing numbers.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","2,5"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2254,"Refer to the image shown below.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","1,4"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2259,"Refer to the image shown below.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","1,2"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2261,"Refer to the image shown below.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","1,5"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2262,"Refer to the image shown below.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","2,4"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2279,"Refer to the image shown here.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","1,3"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2280,"Refer to the image shown below.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","1,1"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2286,"Refer to the image shown below.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","2,3"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2305,"Refer to the image shown below.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","1,7"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-3-counting-tens-and-ones-2306,"Refer to the image shown here.  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","2,7"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2296,How many blue fish are there?,4
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2297,Count the number of tally marks.,5
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2298,How many tally marks are there?,2
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2299,Count the number of tally marks shown below.,15
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2300,How many red roses are there?,3
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2301,Count the number of tally marks shown below.,10
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2302,How many trucks are there?,5
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2303,How many lions are there?,8
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2304,How many cars are there?,10
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-4-counting-up-to-30-2307,How many bananas are there?,3
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2308,"Fill in the missing number. 12,14,16,____,20",18
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2309,"Fill in the missing numbers. 22,25,____,_____,34  Notes to students: If X is the answer to the first blank and Y is the answer to the second blank, type in your answers asX,Ywithout leaving spaces in between.","28,31"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2310,"Fill in the missing numbers. 32,34,36,____,40,____,44,____,48","38,42,46"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2311,"Fill in the missing numbers. 5,10,____,20,____,_____,35,40,45, _____,55  Notes to students:","15,25,30,50"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2312,"Fill in the missing numbers. 4,8,12,_____,20,_____,28,32,_____,40,____ ","16,24,36,44"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2313,"Fill in the missing numbers. 10,20,30,_____,_____,____,____,_____,_____,100 ","40,50,60,70,80,90"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2314,"Fill in the missing numbers. 4,6,_____,10,_____,14,16,18,_____. ","8,12,20"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2315,"Fill in the missing numbers. 60,____,_____,75,80,85,_____95,____ ","65,70,90,100"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2316,"Fill in the missing numbers. 6,12,18,_____,30,36,_____,48.  Notes to students:","24,42"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-5-counting-order-amp-patterns-up-to-100-2317,"Fill in the missing number. 40,50,_____,____,____,_____,100 ","60,70,80,90"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2318,What number comes between 12 and 14?,13
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2319,What number comes between 17 and 19?,18
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2320,What number comes after 10?,11
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2321,What number comes before 20?,19
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2322,What number comes between 18 and 20?,19
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2323,What number comes before 82?,81
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2324,What number comes between 4 and 6?,5
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2325,What number comes after 9?,10
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2326,What number comes before 95?,94
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-6-counting-with-a-number-line-up-to-100-2327,What number comes between 98 and 100?,99
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4422,Choose the correct answer. What number comes before 41 ?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4431,Choose the correct answer. What number comes before 66 ?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4432,Choose the correct answer. What number comes before 73 ?,D
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4433,Choose the correct answer. What number comes before 27?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4434,Choose the correct answer. What number comes before 33 ?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4435,Choose the correct answer. What number comes after 89?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4436,Choose the correct answer. What number comes after 74?,C
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4437,Choose the correct answer. What number comes after 61?,D
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4438,Choose the correct answer. What number comes after 49?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-7-number-sequence-i-4439,Choose the correct answer. What number comes after 99?,D
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4440,Choose the correct answer. What number comes after 123?,C
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4441,Choose the correct answer. What number comes after 209?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4442,Choose the correct answer. What number comes after 367?,C
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4443,Choose the correct answer. What number comes after 504?,D
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4444,Choose the correct answer. What number comes after 456?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4445,Choose the correct answer. What number comes before 226?,D
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4446,Choose the correct answer. What number comes before 345?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4447,Choose the correct answer. What number comes before 654?,D
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4448,Choose the correct answer. What number comes before 201?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-estimation-and-rounding-exercise-8-number-sequence-ii-4449,Choose the correct answer. What number comes before 786?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2348,Find the number that is 1 less than 76.,75
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2349,Find the number that is 10 more than 35.,45
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2350,Find the number that is 1 more than 42.,43
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2351,Find the number that is 10 less than 48.,38
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2352,Find the number that is 1 more than 82.,83
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2353,Find the number that is 10 more than 15.,25
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2354,Find the number that is 1 less than 38.,37
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2355,Find the number that is 10 less than 15.,5
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2356,Find the number that is 1 less than 55.,54
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-9-learn-to-use-the-hundreds-chart-2357,Find the number that is 10 more than 22.,32
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2396,Is the number of vans shown in the image even or odd?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2392,Is the number of potatoes shown in the image even or odd?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2378,Is the number of books shown in the image even or odd?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2379,Is the number of pens shown in the image even or odd?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2418,Is the number of crowns shown in the image even or odd?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2419,Is the number of capsicums shown in the image even or odd?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2420,Is the number of cakes shown in the image even or odd?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2421,Is the number of rabbits shown in the image even or odd?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2422,Is the number of bags shown in the image even or odd?,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-10-distinguishing-even-and-odd-numbers-by-counting-objects-2424,Is the number of cups shown in the image even or odd?,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2361,The number 6 is an ______ number.,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2425,The number 10 is an ______ number.,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2426,The number 7 is an ______ number.,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2428,The number 2 is an ______ number.,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2429,The number 20 is an ______ number.,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2430,The number 27 is an ______ number.,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2432,The number 22 is an ______ number.,A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2433,The number 13 is an ______ number.,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2434,The number 3 is an ______ number.,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-11-is-this-an-even-or-odd-number-2435,The number 19 is an ______ number.,B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2438,"Pick the odd number out of the following numbers: 3,6,8,10",A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2443,"Pick the even number: 13,14,15,17",B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2445,"Pick the even number: 22,23,25,27",A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2447,"Pick the odd number: 27,28,30,32",A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2448,"Pick the even number: 32,33,35,37",A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2449,"Pick the odd number: 2,4,5,6 ",C
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2450,"Pick the odd number: 26,27,28,30",B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2451,"Pick the odd number: 1,2,4,6 ",A
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2452,"Pick the even number: 1,4,9,11",B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-12-pick-out-the-even-or-odd-number-2453,"Pick the odd number: 10,5,6,2",B
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2440,The even number immediately after 6 is ____.,8
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2454,"Fill in the blank. 6, 8, 10, ____ , 14",12
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2462,The odd number immediately before 11 is _____.,9
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2471,The even number immediately after 8 is ____.,10
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2475,"Fill in the blank. 13, ____ , 17, 19, 21",15
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2481,The even number immediately after 24 is ____.,26
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2483,"Fill in the blank. 25, 27, ____, 31, 33",29
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2485,The even number immediately after 18 is ____.,20
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2486,The odd number immediately after 17 is _____.,19
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-13-even-and-odd-number-sequences-2487,"Fill in the blank. 24, 26, 28, ____, 32",30
Counting and number patterns,https://www.singaporemathguru.com/question/primary-2-math-drills-worksheets-exam-papers-practice-counting-and-number-patterns-exercise-14-skip-counting-with-word-problems-2631,There are 5 baskets on a table. Each basket contains 4 apples. How many apples are there altogether?,20
