chapter_name,link,qns,ans
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-2-learn-ordinal-numbers-up-to-100th-4302,"Pick out the ordinal number. 14 , 15 , 20th",B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-2-learn-ordinal-numbers-up-to-100th-4303,"Pick out the ordinal number. 45 , 60 , 36 , 18th",B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-2-learn-ordinal-numbers-up-to-100th-4304,"Pick out the ordinal number. Fifty-five, Seventy-two , Ninety-nine , Ninety-seventh",B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-2-learn-ordinal-numbers-up-to-100th-4305,"Pick out the ordinal numbers. Twenty-two , Thirty-three , Forty-nine , Sixty-fifth",B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4314,The number of squares is an _________number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4316,The number of squares is an _________ number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4318,The number of squares is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4319,The number of squares is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4320,The number of squares is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4321,The number of circles is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4325,The number of triangles is an _________ number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4323,The number of circles is an _________ number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4324,The number of circles is an _________ number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-3-even-and-odd-numbers-counting-objects-4327,The number of triangles is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4328,33is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4329,55is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4330,67is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4331,88is an _________ number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4362,89is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4363,24 + 8is equal to a number that is an _________ number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4364,30 + 7is equal to a number that is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4365,54 + 5is equal to a number that is an _________ number.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4366,42 + 6is equal to a number that is an _________ number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-4-recognizing-even-and-odd-numbers-4367,77 + 5is equal to a number that is an _________ number.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4368,"What is the missing number? 28 , 32 , 36 , 40 , ____ , 48",B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4369,"What is the missing number? 4 , 6 , 8 ,10 , ___ , 14",A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4370,"What is the missing number? 13 , 16 , 19 , 22 , ___ , 28",D
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4371,"What is the missing number? 10 , 15 , 20 , 25 , ___ , 35",C
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4372,"What is the missing number? 24 , 30 , 36 , ___ , 48",B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4373,"What is the missing number? 48 , 52 , 56 , ___ , 64",A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4374,"What is the missing number? 49 , 56 , 63 , 70 , ___ , 84",C
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4375,"What is the missing number? 16 , 24 , 32 , 40 , ___ ,56",C
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4376,"What is the missing number? 74 , 80 , 86 , ___ , 98",C
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-5-skip-counting-order-and-number-sequences-4377,"What is the missing number? 27 , 36 , 45 , ___ , 63",C
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4388,"Arrange the numbers below from the largest to the smallest. Which is the2ndnumber? 20 , 50 , 23 , 56 , 70",56
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4389,"Arrange the numbers below from the largest to the smallest. Which is the 3rd number? 15 , 85 , 63 , 20 , 45 ",45
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4390,"Arrange the numbers below from largest to smallest. Which is the 4th number? 55 , 36 , 85 , 12 , 96",36
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4391,"Arrange the numbers below from largest to smallest. Which is the 5th number? 16 , 75 , 54 , 98 , 33",16
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4392,"Arrange the numbers below from largest to smallest. Which is the 3rd number? 45 , 32 , 74 , 22 , 85 , 41",45
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4393,"Arrange the numbers below from smallest to largest. Which is the 3rd number? 75 , 45 , 63 , 36 , 25",45
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4394,"Arrange the numbers below from smallest to largest. Which is the 4th number? 85 , 11 , 63 , 35 , 45",63
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4395,"Arrange the numbers below from smallest to largest. Which is the 2nd number? 45 , 36 , 85 , 41 , 25",36
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4396,"Arrange the numbers from smallest to largest. 25 , 63 , 95 , 84 , 45 Which is the 4th number?",84
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-6-arranging-numbers-in-order-4397,"Arrange the numbers below from smallest to largest. Which is the 5th number? 85 , 15 , 35 , 54 , 98",98
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4398,"Which number is the smallest? 805 , 365 , 456 , 258 , 741",258
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4399,"Which number is the largest? 251 , 785 , 368 , 968 , 741",968
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4400,"Which number is the smallest? 741 , 564 , 698 , 241 , 356 ",241
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4401,"Which number is the largest? 523 , 112 , 269 , 387 , 785",785
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4402,"Which is the smallest number? 789 , 741 , 568 , 698 , 852",568
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4403,"Which is the smaller number shown here? 168 , 968",168
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4404,"Which is the greater number shown here? 854 , 845",854
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4405,"Which is the smaller number shown here? 251 , 215",215
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4406,"Which is the smaller number shown here? 369 , 396",369
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-7-comparing-numbers-which-number-is-the-greatest-least-4407,"Which is the greater number shown here? 589 , 598",598
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4408,4587 is _______  4857.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4409,1026 is _______ 1058.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4410,2065 is _______ 2065.,C
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4411,6325 is _______ 5214.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4412,5214 is _______ 2146.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4413,3422 is _______ 4323.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4414,4326 is _______ 4329.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4415,9874 is _______ 3698.,A
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4416,5698 is _______ 6987.,B
Whole numbers and comparing,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-1-whole-numbers-and-comparing-exercise-8-comparing-numbers-4417,1023 is _______ 968.,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6519,The place-value model which shows120is __________ .,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6520,The place-value model which shows240is __________ .,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6521,The place-value model which shows322is __________ .,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6522,The place-value model which shows210is __________ .,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6523,The place-value model which shows412is __________ .,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6524,The place-value model which shows522is __________ .,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6525,The place-value model which shows628is __________ .,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6526,The place-value model which shows540is __________ .,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6527,The place-value model which shows360is __________ .,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-1-understand-place-value-models-6528,The place-value model which shows1040is __________ .,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4460,What is the place value of the digit2in2041?,D
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4461,What is the place value of the digit0in2041?,C
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4462,What is the place value of the digit4in3041?,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4463,What is the place value of the digit2in8542?,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4464,What is the place value of the digit6in6987?,D
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4465,What is the place value of the digit9in6931?,C
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4466,What is the place value of the digit9in8519?,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4467,What is the place value of the digit5in3258?,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4468,What is the place value of the digit6in5682?,C
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-2-place-value-learn-terms-such-as-quot-ones-quot-quot-tens-quot-quot-hundreds-quot-quot-thousands-quot-4469,What is the place value of the digit5in5823?,D
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4470,Which digit in5678has a value of70?,C
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4471,Which digit in5678has a value of8?,D
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4472,Which digit in5678has a value of600?,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4473,Which digit in2589has a value of80?,C
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4474,Which digit in3698has a value of8?,D
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4475,Which digit in1234has a value of200?,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4476,Which digit in1234has a value of30?,C
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4477,Which digit in1234has a value of1000?,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4478,Which digit in789has a value of700?,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-3-place-value-identify-the-value-of-a-digit-4479,Which digit in789has a value of80?,B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4418,"In254, which number is in the tens place?",B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4419,"In456, which number is in the tens place?",B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4423,"In854, which number is in the tens place?",B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4424,"In879, which number is in the hundreds place?",A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4425,"In856, which number is in the hundreds place?",A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4426,"In965, which number is in the hundreds place?",A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4427,"In857, which number is in the ones place?",C
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4428,"In1856, which number is in the hundreds place?",B
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4429,"In1856, which number is in the thousands place?",A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-4-place-value-identify-the-digit-with-a-particular-place-value-4430,"In9856, which number is in the thousands place?",A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-5-place-value-convert-to-from-a-number-to-thousands-hundreds-tens-and-ones-4480,Choose the correct answer. 772= __________,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-5-place-value-convert-to-from-a-number-to-thousands-hundreds-tens-and-ones-4481,Choose the correct answer. 852= __________,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-5-place-value-convert-to-from-a-number-to-thousands-hundreds-tens-and-ones-4482,Choose the correct answer. 8532= __________,A
Place values,https://www.singaporemathguru.com/question/primary-3-math-drills-worksheets-exam-papers-practice-chapter-2-place-values-exercise-5-place-value-convert-to-from-a-number-to-thousands-hundreds-tens-and-ones-4483,Choose the correct answer. 238= __________,B
