chapter_name,link,qns,ans
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-2-learn-to-count-up-to-20-2020,How many blue squares are there ?,5
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-2-learn-to-count-up-to-20-2021,Which image shows 9 sweets?,C
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-1985,"Refer to the image shown here.  _____ tens + _____ ones = 15  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)   ","1,5"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-1986,"Refer to the image shown here.  ____ tens + ____ ones = 3  (Note to students : If your answer is 2 tens and 6 ones, leave your answer as 2,6)","0,3"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-1987,"Refer to the image shown here.  _____ tens + _____ ones = 19  (Note to students : If your answer is 2 tens and 6 ones, leave your answer as 2,6) ","1,9"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-1988,"Refer to the image shown here.  ____ tens + ____ ones = 22  (Note to students : If your answer is 2 tens and 6 ones, leave your answer as 2,6)","2,2"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-1989,"Refer to the image shown here.  ____ tens + _____ ones = 5  (Note to students : If your answer is 2 tens and 6 ones, leave your answer as 2,6) ","0,5"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-1990,"Refer to the image shown here.  _____ tens + _____ ones = 24  (Note to students : If your answer is 2 tens and 6 ones, leave your answer as 2,6)","2,4"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-1991,"Refer to the image shown here.  _____ tens + _____ units = 26  (Note to students : If your answer is 2 tens and 9 ones, leave your answer as 2,9)","2,6"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-2034,"Refer to the image shown here.  _____ tens + ______ ones = 29  (Note to students : If your answer is 2 tens and 6 ones, leave your answer as 2,6) ","2,9"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-2022,Refer to the image shown here.  _____ tens  = 30   ,3
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-3-learning-to-count-tens-and-ones-up-to-30-2035,"Refer to the image shown here.  ______ tens + _____ ones = 27  (Note to students : If your answer is 2 tens and 6 ones, leave your answer as 2,6)","2,7"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-1992,How many squares are there?,27
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-1993,How many stars are there?,24
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-1994,How many hearts do you see in the image ?,30
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-1995,Count the number of apples.,25
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-1996,Count the number of thunder bolts.,28
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-2036,How many bananas are there?,28
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-2037,How many mangoes are there?  ,23
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-2038,How many pineapples are there?,27
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-2039,Count the number of oranges.,22
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-4-learning-to-count-up-to-30-2040,How many peaches are there?,30
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-1997,How many apples are there in the image?,37
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-1998,How many peaches are there in the image?,34
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-1999,How many birds are there?,48
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-2000,How many cupcakes are there?,40
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-2001,How many birds are there?,50
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-2041,Count the number of stars.,80
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-2042,Count the number of circles.,60
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-2043,Count the number of locks.,60
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-2044,How many keys are there?,64
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-5-learn-to-count-up-to-100-2045,How many batteries are there?,54
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2002,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 53  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","5,3"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2003,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 66  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","6,6"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2004,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 64  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6) ","6,4"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2046,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 73  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6) ","7,3"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2047,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 75  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","7,5"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2048,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 81  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","8,1"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2049,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 85  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","8,5"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2050,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 98  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","9,8"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2051,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 96  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","9,6"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-6-learn-to-count-tens-and-ones-up-to-99-2052,"Count the squares and fill in the blanks.  ____ tens + _____ ones = 77  (Note to students: If your answer is 2 tens and 6 ones, leave your answer as 2,6)","7,7"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2005,Count in sixes and find the number of batteries.,36
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2006,Count in tens and find the number of circles.,40
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2007,Count in twos and find the number of keys .,16
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2009,Count in fives and find the number of tomatoes.,20
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2053,Count in tens and find the number of cherries.,60
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2054,Count in tens and find the number of boxes.,100
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2055,Count in twos and find the number of stars. ,8
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2056,Count in fives and find the number of teddy bears.,30
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2057,Count in tens and find the number of lollipops.,70
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-7-learn-to-skip-count-with-pictures-2058,Count in fives and find the number of mobile phones.,15
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2059,"Fill in the blank.  50, 55, 60, ______ ,70",65
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2060,"Fill in the blank.  50, 60 , 70, 80, _____, 100 ",90
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2062,"Fill in the blank.  10, 15 ,20, 25, _____, 35, 40",30
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2061,"Fill in the blank. 40, 42, ____ , 46 ,48, 50  ",44
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2063,"Fill in the blank.  20, 30, 40, 50, 60, ____, 80, 90, 100",70
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2064,"Fill in the blank.  52, 54, ____, 58, 60",56
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2065,"Fill in the blank.  70, 75, 80, ___ 90, 95",85
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2066,"Fill in the blank.  60, ___ ,80 , 90 , 100",70
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2067,"Fill in the blank.  12, 14 , 16, ____ ,20",18
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-8-order-and-pattern-counting-by-twos-fives-and-tens-up-to-100-2068,"Fill in the blank.  75, 80, 85 , 90, ____, 100",95
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2069,"Fill in the blank.  21, 22, 23, 24, 25, 26, 27,____, 29, 30",28
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2070,"Fill in the blank.  11, 12, 13, 14, 15, 16,____, 18, 19, 20",17
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2071,"Fill in the blank. 21, 22, 23, 24, 25, ____ , 27, 28, 29, 30",26
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2072,"Fill in the blank.  31, 32, ____, 34, 35",33
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2073,"Fill in the blank.  55,56, ___, 58, 59, 60",57
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2074,"Fill in the blank.  60, 61, 62, ____, 64 , 65",63
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2075,"Fill in the blank.  2, 3, 4 , 5, ____, 7, 8",6
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2076,"Fill in the blank.  12, 13, 14, ____, 16",15
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2077,"Fill in the blank.  85, 86,  87, 88, ____ , 90",89
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2078,"Fill in the blank.  82, 83, 84, 85, ____ , 87, 88",86
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2079,"Fill in the blanks.  45, ____, ______, _____,_____, 50  (Note to students: Leave your answer in the form of a,b,c,d)","46,47,48,49"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2080,"Fill in the blanks.  ____, ____, _____,_____,28, 29,30  (Note to students: Leave your answer in the form of a,b,c,d)","24,25,26,27"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2081,"Fill in the blanks.  45, ____ , _____ , ____ , _____, 50  (Note to students: Leave your answer in the form of a,b,c,d)","46,47,48,49"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2082,"Fill in the blanks.  63, ____, _____, _____, ______, 68,69  (Note to students: Leave your answer in the form of a,b,c,d)","64,65,66,67"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-9-learn-to-count-forward-and-backward-2083,"Fill in the blanks.  95, ____, _____ , _____, _____, 100","96,97,98,99"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2084,What number comes before 7?,6
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2085,What number comes before 16?,15
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2086,What  number comes after 17?,18
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2087,What number comes after 12?,13
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2088,"Find the missing numbers. (Note to students : Leave your answer in the form of a,b in ascending order.)","12,16"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2089,"Find the missing numbers. (Note to students: Leave your answer in the form of a,b in ascending order)","43,48"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2090,What number comes before 44?,43
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2091,"Find the missing numbers. (Note to students : Leave your answer in the form of a,b in ascending order)","71,79"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2092,"Find the missing numbers. (Note to students: Leave your answer in the form of a,b,c in ascending order) ","73,75,76"
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-10-using-number-lines-up-to-100-2093,Find the missing number.,98
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-11-learn-to-use-the-hundreds-chart-2094,Which number  is 1 more than 37 ?,38
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-11-learn-to-use-the-hundreds-chart-2095,Write the number which is 1 less 4 .,3
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-11-learn-to-use-the-hundreds-chart-2096,Write the number which is 1 less than 55.,54
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-11-learn-to-use-the-hundreds-chart-2097,Write the number which is 1 more than 24.,25
